Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species
HM488231,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488232,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488235,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488236,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM756656,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM756658,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM756659,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HQ671712,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2000,"    Direct Submission
  ",mosquito
HQ671716,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2001,"    Direct Submission
  ",mosquito
JF920758,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2009,"    Direct Submission
  ",mosquito
JF972636,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2008,"    Direct Submission
  ",mosquito
KX547167,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,41521,"    Direct Submission
  ",mosquito
KX547169,West Nile virus,USA,NY, Oswego county,,culiseta sp.,42249,"    Direct Submission
  ",mosquito
KX547170,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,37887,"    Direct Submission
  ",mosquito
KX547171,West Nile virus,USA,NY, Oneida county,,culiseta sp.,40758,"    Direct Submission
  ",mosquito
KX547178,West Nile virus,USA,NY, Suffolk county,,culiseta sp.,37846,"    Direct Submission
  ",mosquito
KX547192,West Nile virus,USA,NY, Oneida county,,culiseta sp.,40779,"    Direct Submission
  ",mosquito
KX547198,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,41149,"    Direct Submission
  ",mosquito
KX547206,West Nile virus,USA,NY, Chautauqua county,,culiseta sp.,42223,"    Direct Submission
  ",mosquito
KX547239,West Nile virus,USA,NY, Suffolk county,,culiseta sp.,37853,"    Direct Submission
  ",mosquito
KX547252,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,37512,"    Direct Submission
  ",mosquito
KX547255,West Nile virus,USA,NY, Oswego county,,culiseta sp.,40799,"    Direct Submission
  ",mosquito
KX547269,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41509,"    Direct Submission
  ",mosquito
KX547274,West Nile virus,USA, NY, Madison county,,culiseta sp.,41522,"    Direct Submission
  ",mosquito
KX547280,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41162,"    Direct Submission
  ",mosquito
KX547286,West Nile virus,USA,NY, Chautauqua county,,culiseta sp.,42250,"    Direct Submission
  ",mosquito
KX547291,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,41135,"    Direct Submission
  ",mosquito
KX547293,West Nile virus,USA,NY, Oswego county,,culiseta sp.,40779,"    Direct Submission
  ",mosquito
KX547301,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,37509,"    Direct Submission
  ",mosquito
KX547322,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,37852,"    Direct Submission
  ",mosquito
KX547324,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41500,"    Direct Submission
  ",mosquito
KX547325,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,40806,"    Direct Submission
  ",mosquito
KX547344,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41479,"    Direct Submission
  ",mosquito
KX547356,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41128,"    Direct Submission
  ",mosquito
KX547375,West Nile virus,USA,NY, Oswego county,,culiseta sp.,40794,"    Direct Submission
  ",mosquito
KX547389,West Nile virus,USA,NY, Suffolk county,,culiseta sp.,41159,"    Direct Submission
  ",mosquito
KX547410,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41120,"    Direct Submission
  ",mosquito
KX547414,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,37509,"    Direct Submission
  ",mosquito
KX547428,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,37525,"    Direct Submission
  ",mosquito
KX547430,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,40043,"    Direct Submission
  ",mosquito
KX547450,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,42221,"    Direct Submission
  ",mosquito
KX547467,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,41529,"    Direct Submission
  ",mosquito
KX547482,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41493,"    Direct Submission
  ",mosquito
KX547514,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41529,"    Direct Submission
  ",mosquito
KX547540,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,41179,"    Direct Submission
  ",mosquito
KX547547,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41144,"    Direct Submission
  ",mosquito
KX547548,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41884,"    Direct Submission
  ",mosquito
KX547550,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,37868,"    Direct Submission
  ",mosquito
KX547551,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,41550,"    Direct Submission
  ",mosquito
KX547556,West Nile virus,USA,NY, Oswego county,,culiseta sp.,41158,"    Direct Submission
  ",mosquito
KX547565,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,41541,"    Direct Submission
  ",mosquito
KX547576,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,40823,"    Direct Submission
  ",mosquito
KX547613,West Nile virus,USA,NY, Suffolk county,,culiseta sp.,37860,"    Direct Submission
  ",mosquito
KX547619,West Nile virus,USA,NY, Onondaga county,,culiseta sp.,37483,"    Direct Submission
  ",mosquito
HM488183,West Nile virus,USA,IL,,,cyanocitta cristata,2002,"    Direct Submission
  ",bird
HM488184,West Nile virus,USA,IL,,,cyanocitta cristata,2002,"    Direct Submission
  ",bird
HM488185,West Nile virus,USA,IL,,,cyanocitta cristata,2003,"    Direct Submission
  ",bird
HM488189,West Nile virus,USA,IL,,,cyanocitta cristata,2004,"    Direct Submission
  ",bird
HM488195,West Nile virus,USA,IL,,,cyanocitta cristata,2005,"    Direct Submission
  ",bird
HM488202,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2007,"    Direct Submission
  ",bird
HM488207,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird
HM488240,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird
HM756676,West Nile virus,USA,IL,,,cyanocitta cristata,2003,"    Direct Submission
  ",bird
HQ705669,West Nile virus,USA,IL,,,cyanocitta cristata,2002,"    Direct Submission
  ",bird
JN183885,West Nile virus,USA,NY,,brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird
JN183886,West Nile virus,USA,NY,,brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird
KJ501233,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird
KJ501234,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird
KJ501235,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird
KJ501270,West Nile virus,USA,NJ,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501272,West Nile virus,USA,NY,,kidney and spleen,cyanocitta cristata,2003,"    Direct Submission
  ",bird
KJ501273,West Nile virus,USA,NC,,kidney and spleen,cyanocitta cristata,2003,"    Direct Submission
  ",bird
KJ501279,West Nile virus,USA,PA,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501281,West Nile virus,USA,TN,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501284,West Nile virus,USA,WI,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501287,West Nile virus,USA,,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501309,West Nile virus,USA,MS,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501311,West Nile virus,USA,MS,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501333,West Nile virus,USA,VA,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501449,West Nile virus,USA,PA,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501455,West Nile virus,USA,AL,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird
KJ501458,West Nile virus,USA,MO,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501464,West Nile virus,USA,MD,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501475,West Nile virus,USA,KS,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501510,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KJ501511,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird
KX547165,West Nile virus,USA,NY, Bronx county,,cyanocitta cristata,38605,"    Direct Submission
  ",bird
KX547181,West Nile virus,USA,NY, Ulster county,,cyanocitta cristata,37888,"    Direct Submission
  ",bird
KX547213,West Nile virus,USA,NY, Ulster county,,cyanocitta cristata,37512,"    Direct Submission
  ",bird
KX547229,West Nile virus,USA,NY, Orleans county,,cyanocitta cristata,38958,"    Direct Submission
  ",bird
KX547259,West Nile virus,USA,NY, Niagara county,,cyanocitta cristata,38575,"    Direct Submission
  ",bird
KX547265,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,40056,"    Direct Submission
  ",bird
KX547267,West Nile virus,USA,NY, Dutchess county,,cyanocitta cristata,37893,"    Direct Submission
  ",bird
KX547271,West Nile virus,USA,NY, Seneca county,,cyanocitta cristata,38941,"    Direct Submission
  ",bird
KX547275,West Nile virus,USA, NY, Jefferson county,,cyanocitta cristata,38233,"    Direct Submission
  ",bird
KX547282,West Nile virus,USA,NY, Orleans county,,cyanocitta cristata,38237,"    Direct Submission
  ",bird
KX547307,West Nile virus,USA,NY, Bronx county,,cyanocitta cristata,38579,"    Direct Submission
  ",bird
KX547308,West Nile virus,USA,NY, Bronx county,,cyanocitta cristata,38260,"    Direct Submission
  ",bird
KX547318,West Nile virus,USA,NY, Niagara county,,cyanocitta cristata,38948,"    Direct Submission
  ",bird
KX547320,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,37516,"    Direct Submission
  ",bird
KX547329,West Nile virus,USA,NY, Richmond county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird
KX547331,West Nile virus,USA,NY, Oswego county,,cyanocitta cristata,37525,"    Direct Submission
  ",bird
KX547339,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,39336,"    Direct Submission
  ",bird
KX547355,West Nile virus,USA,NY,Albany county,,cyanocitta cristata,38608,"    Direct Submission
  ",bird
KX547365,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,39659,"    Direct Submission
  ",bird
KX547381,West Nile virus,USA,NY, Putnam county,,cyanocitta cristata,37897,"    Direct Submission
  ",bird
KX547382,West Nile virus,USA,NY, Richmond county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird
KX547385,West Nile virus,USA,NY, Richmond county,,cyanocitta cristata,38925,"    Direct Submission
  ",bird
KX547407,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,40052,"    Direct Submission
  ",bird
KX547420,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,38926,"    Direct Submission
  ",bird
KX547422,West Nile virus,USA,NY, Queens county,,cyanocitta cristata,37897,"    Direct Submission
  ",bird
KX547425,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,40065,"    Direct Submission
  ",bird
KX547427,West Nile virus,USA,NY, Chautauqua county,,cyanocitta cristata,38160,"    Direct Submission
  ",bird
KX547458,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,37886,"    Direct Submission
  ",bird
KX547472,West Nile virus,USA, NY, Livingston county,,cyanocitta cristata,38960,"    Direct Submission
  ",bird
KX547476,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,39667,"    Direct Submission
  ",bird
KX547481,West Nile virus,USA, NY, Nassau county,,cyanocitta cristata,38596,"    Direct Submission
  ",bird
KX547528,West Nile virus,USA,NY, Queens county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird
KX547532,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,38565,"    Direct Submission
  ",bird
KX547535,West Nile virus,USA,NY, Schenectady county,,cyanocitta cristata,39331,"    Direct Submission
  ",bird
KX547552,West Nile virus,USA, NY, Kings county,,cyanocitta cristata,40437,"    Direct Submission
  ",bird
KX547553,West Nile virus,USA, NY, Jefferson county,,cyanocitta cristata,38976,"    Direct Submission
  ",bird
KX547557,West Nile virus,USA,NY, Suffolk county,,cyanocitta cristata,40078,"    Direct Submission
  ",bird
KX547570,West Nile virus,USA,NY, Rockland county,,cyanocitta cristata,38597,"    Direct Submission
  ",bird
KX547578,West Nile virus,USA,NY, Queens county,,cyanocitta cristata,38643,"    Direct Submission
  ",bird
KX547589,West Nile virus,USA,NY, Queens county,,cyanocitta cristata,39318,"    Direct Submission
  ",bird
KX547591,West Nile virus,USA,NY, Rockland county,,cyanocitta cristata,38232,"    Direct Submission
  ",bird
KX547593,West Nile virus,USA,NY,,,cyanocitta cristata,37892,"    Direct Submission
  ",bird
