Name,ecotype_number,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
KJ501134,28,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2010,"    Direct Submission
  ",mosquito,Culex
KJ501135,27,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2010,"    Direct Submission
  ",mosquito,Culex
KJ501136,27,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2010,"    Direct Submission
  ",mosquito,Culex
KJ501137,27,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501138,27,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501139,28,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501140,27,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501141,27,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501142,27,West Nile virus,USA,,,mosquito pool,culex stigmatosoma,2011,"    Direct Submission
  ",mosquito,Culex
KJ501143,27,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501144,28,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501146,28,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501147,28,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2008,"    Direct Submission
  ",mosquito,Culex
KJ501148,28,West Nile virus,USA,,,mosquito pool,culex stigmatosoma,2011,"    Direct Submission
  ",mosquito,Culex
KJ501149,28,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501150,28,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito,Culex
KJ501168,2,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2007,"    Direct Submission
  ",mosquito,Culex
KJ501170,12,West Nile virus,USA,,,mosquito pool,culex tarsalis,2011,"    Direct Submission
  ",mosquito,Culex
KJ501186,30,West Nile virus,USA,,,mosquito pool,culex tarsalis,2005,"    Direct Submission
  ",mosquito,Culex
KJ501195,31,West Nile virus,USA,,,mosquito pool,culex tarsalis,2007,"    Direct Submission
  ",mosquito,Culex
KJ501206,31,West Nile virus,USA,,,mosquito pool,culex tarsalis,2008,"    Direct Submission
  ",mosquito,Culex
KJ501211,88,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501214,25,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501217,25,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501218,83,West Nile virus,USA,,,mosquito pool,culex pipiens,2012,"    Direct Submission
  ",mosquito,Culex
KJ501220,59,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501222,13,West Nile virus,USA,,,mosquito pool,culex sp.,2012,"    Direct Submission
  ",mosquito,Culex
KJ501224,58,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501225,59,West Nile virus,USA,,,mosquito pool,culex pipiens,2012,"    Direct Submission
  ",mosquito,Culex
KJ501226,59,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501229,58,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501230,50,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501233,91,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird,Blue Jay
KJ501234,91,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird,Blue Jay
KJ501235,91,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird,Blue Jay
KJ501236,3,,,CA,,,american white pelican,2009,,bird,Other Birds
KJ501237,22,,,,,,american white pelican,2008,,bird,Other Birds
KJ501238,25,,,,,,ring billed gull,2008,,bird,Charadriiformes
KJ501239,88,,,,,,double crested cormorant,2008,,bird,Other Birds
KJ501240,88,,,,,,double crested cormorant,2008,,bird,Other Birds
KJ501241,50,,,,,,american white pelican,2009,,bird,Other Birds
KJ501242,75,,,,,,american white pelican,2010,,bird,Other Birds
KJ501243,86,West Nile virus,USA,,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501244,86,West Nile virus,USA,MO,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501245,86,West Nile virus,USA,,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501246,86,,,,,,american crow,2001,,bird,American Crow
KJ501247,86,,,,,,american crow,2001,,bird,American Crow
KJ501248,86,,,,,,american crow,2001,,bird,American Crow
KJ501249,86,,,,,,american crow,2001,,bird,American Crow
KJ501250,12,,,,,,american white pelican,2009,,bird,Other Birds
KJ501251,45,,,,,,american crow,2009,,bird,American Crow
KJ501253,9,,,,,,least tern,2008,,bird,Charadriiformes
KJ501254,25,,,,,,canada goose,2008,,bird,Anseriformes
KJ501255,88,,,,,,american white pelican,2008,,bird,Other Birds
KJ501256,82,,,,,,american white pelican,2009,,bird,Other Birds
KJ501257,23,,,,,,american crow,2002,,bird,American Crow
KJ501258,12,,,,,,least tern,2007,,bird,Charadriiformes
KJ501259,22,,,,,,least tern,2008,,bird,Charadriiformes
KJ501260,84,,,,,,american white pelican,2008,,bird,Other Birds
KJ501261,20,,,TX,,,blue jay,2002,,bird,Blue Jay
KJ501262,18,West Nile virus,USA,,,feather,anas platyrhynchos,2010,"    Direct Submission
  ",bird,Anseriformes
KJ501263,86,,,,,,blue jay,2002,,bird,Blue Jay
KJ501264,91,,,,,,blue jay,2001,,bird,Blue Jay
KJ501265,25,,,,,,blue jay,2002,,bird,Blue Jay
KJ501266,18,,,GA,,,american crow,2002,,bird,American Crow
KJ501267,34,West Nile virus,USA,NV,,brain,pelecanus erythrorhynchos,2005,"    Direct Submission
  ",bird,Other Birds
KJ501268,91,West Nile virus,USA,NJ,,kidney and spleen,falco,2001,"    Direct Submission
  ",bird,Falconiformes
KJ501269,99,West Nile virus,USA,NJ,,kidney and spleen,falco sparverius,2001,"    Direct Submission
  ",bird,Falconiformes
KJ501270,99,West Nile virus,USA,NJ,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501271,20,West Nile virus,USA,NJ,,kidney and spleen,bubo virginianus,2003,"    Direct Submission
  ",bird,Strigiformes
KJ501272,82,West Nile virus,USA,NY,,kidney and spleen,cyanocitta cristata,2003,"    Direct Submission
  ",bird,Blue Jay
KJ501273,51,West Nile virus,USA,NC,,kidney and spleen,cyanocitta cristata,2003,"    Direct Submission
  ",bird,Blue Jay
KJ501274,86,West Nile virus,USA,OH,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501275,91,West Nile virus,USA,OH,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501276,91,West Nile virus,USA,OH,,kidney and spleen,bubo virginianus,2002,"    Direct Submission
  ",bird,Strigiformes
KJ501277,99,West Nile virus,USA,PA,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501278,99,West Nile virus,USA,PA,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501279,97,West Nile virus,USA,PA,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501280,53,West Nile virus,USA,PA,,feather pulp,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501281,82,West Nile virus,USA,TN,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501282,91,West Nile virus,USA,WI,,kidney and spleen,bubo virginianus,2001,"    Direct Submission
  ",bird,Strigiformes
KJ501283,85,West Nile virus,USA,WI,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501284,25,West Nile virus,USA,WI,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501285,50,West Nile virus,USA,WI,,brain,pelecanus,2002,"    Direct Submission
  ",bird,Other Birds
KJ501286,83,West Nile virus,USA,WI,,heart,accipiter gentilis,2002,"    Direct Submission
  ",bird,Accipitriformes
KJ501287,53,West Nile virus,USA,,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501288,97,,,,,,american crow,2001,,bird,American Crow
KJ501289,97,,,,,,american crow,2001,,bird,American Crow
KJ501290,97,,,,,,american crow,2002,,bird,American Crow
KJ501291,86,,,,,,american crow,2002,,bird,American Crow
KJ501292,53,,,,,,american crow,2001,,bird,American Crow
KJ501293,98,,,,,,american kestrel,2003,,bird,Falconiformes
KJ501294,86,,,,,,american crow,2003,,bird,American Crow
KJ501295,12,,,,,,blue jay,2002,,bird,Blue Jay
KJ501296,25,,,,,,black billed magpie,2002,,bird,Passeriformes
KJ501297,9,,,,,,american white pelican,2003,,bird,Other Birds
KJ501298,25,,,,,,blue jay,2002,,bird,Blue Jay
KJ501299,97,,,,,,american crow,2002,,bird,American Crow
KJ501300,44,,,,,,blue jay,2002,,bird,Blue Jay
KJ501301,55,,,,,,blue jay,2002,,bird,Blue Jay
KJ501302,83,,,,,,common grackle,2002,,bird,Passeriformes
KJ501303,20,,,,,,blue jay,2002,,bird,Blue Jay
KJ501304,49,,,,,,american crow,2002,,bird,American Crow
KJ501305,83,,,,,,american crow,2003,,bird,American Crow
KJ501306,86,,,,,,red headed tanager,2002,,bird,Passeriformes
KJ501307,44,,,MN,,,american white pelican,2002,,bird,Other Birds
KJ501308,58,West Nile virus,USA,MN,,brain,pelecanus erythrorhynchos,2010,"    Direct Submission
  ",bird,Other Birds
KJ501309,20,West Nile virus,USA,MS,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501310,86,West Nile virus,USA,MS,,kidney and spleen,loriini,2002,"    Direct Submission
  ",bird,Other Birds
KJ501311,55,West Nile virus,USA,MS,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501312,20,West Nile virus,USA,VA,,feather pulp,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501313,98,West Nile virus,USA,DC,,feather pulp,turdus migratorius,2003,"    Direct Submission
  ",bird,Passeriformes
KJ501314,82,West Nile virus,USA,DC,,feather pulp,haemorhous mexicanus,2003,"    Direct Submission
  ",bird,Passeriformes
KJ501315,25,West Nile virus,USA,KS,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501316,25,,,KS,,,blue jay,2003,,bird,Blue Jay
KJ501317,91,,,,,,american crow,2001,,bird,American Crow
KJ501318,97,,,,,,american crow,2002,,bird,American Crow
KJ501319,81,,,,,,american crow,2002,,bird,American Crow
KJ501320,91,,,,,,american crow,2003,,bird,American Crow
KJ501321,18,,,,,,american crow,2002,,bird,American Crow
KJ501322,18,,,,,,american white pelican,2002,,bird,Other Birds
KJ501323,9,,,,,,american white pelican,2003,,bird,Other Birds
KJ501324,9,,,,,,american white pelican,2003,,bird,Other Birds
KJ501326,15,West Nile virus,USA,MT,,feather,pelecanus erythrorhynchos,2003,"    Direct Submission
  ",bird,Other Birds
KJ501327,20,West Nile virus,USA,MT,,brain,haliaeetus leucocephalus,2003,"    Direct Submission
  ",bird,Accipitriformes
KJ501328,18,West Nile virus,USA,ND,,kidney and spleen,buteo jamaicensis,2002,"    Direct Submission
  ",bird,Accipitriformes
KJ501329,44,West Nile virus,USA,ND,,"kidney, spleen, and heart",branta canadensis,2003,"    Direct Submission
  ",bird,Anseriformes
KJ501330,78,West Nile virus,USA,ND,,kidney and spleen,sternula,2005,"    Direct Submission
  ",bird,Charadriiformes
KJ501331,20,West Nile virus,USA,OH,,kidney and spleen,buteo jamaicensis,2002,"    Direct Submission
  ",bird,Accipitriformes
KJ501332,91,West Nile virus,USA,VA,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501333,86,West Nile virus,USA,VA,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501334,82,,,VA,,,american crow,2003,,bird,American Crow
KJ501335,1,,,,,,american white pelican,2005,,bird,Other Birds
KJ501336,85,,,,,,blue jay,2001,,bird,Blue Jay
KJ501337,53,,,,,,american crow,2002,,bird,American Crow
KJ501338,83,,,,,,blue jay,2002,,bird,Blue Jay
KJ501339,53,,,,,,blue jay,2002,,bird,Blue Jay
KJ501340,50,,,,,,boat tailed grackle,2003,,bird,Passeriformes
KJ501341,31,,,,,,house finch,2005,,bird,Passeriformes
KJ501342,27,,,,,,ca condor,2005,,bird,Accipitriformes
KJ501343,97,,,,,,american crow,2001,,bird,American Crow
KJ501344,97,,,,,,american crow,2002,,bird,American Crow
KJ501345,22,,,,,,american crow,2002,,bird,American Crow
KJ501346,21,,,,,,american white pelican,2003,,bird,Other Birds
KJ501347,41,,,,,,american crow,2002,,bird,American Crow
KJ501348,1,,,,,,american white pelican,2003,,bird,Other Birds
KJ501349,9,,,,,,ring billed gull,2003,,bird,Charadriiformes
KJ501350,19,,,,,,american white pelican,2003,,bird,Other Birds
KJ501351,18,,,,,,american crow,2003,,bird,American Crow
KJ501352,46,,,,,,american crow,2003,,bird,American Crow
KJ501353,25,,,,,,american crow,2003,,bird,American Crow
KJ501354,15,,,,,,american crow,2003,,bird,American Crow
KJ501355,86,,,,,,blue jay,2002,,bird,Blue Jay
KJ501356,46,,,,,,blue jay,2003,,bird,Blue Jay
KJ501357,46,,,,,,short eared owl,2003,,bird,Strigiformes
KJ501358,1,,,,,,swainson's hawk,2003,,bird,Accipitriformes
KJ501359,83,,,,,,american crow,2003,,bird,American Crow
KJ501360,84,,,,,,blue jay,2003,,bird,Blue Jay
KJ501361,54,,,,,,blue jay,2001,,bird,Blue Jay
KJ501362,91,,,,,,american crow,2001,,bird,American Crow
KJ501363,91,,,,,,american crow,2001,,bird,American Crow
KJ501364,85,,,,,,american crow,2002,,bird,American Crow
KJ501365,82,,,,,,american crow,2003,,bird,American Crow
KJ501366,86,,,,,,american crow,2003,,bird,American Crow
KJ501367,83,,,RI,,,american crow,2003,,bird,American Crow
KJ501368,20,West Nile virus,USA,TN,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501369,25,West Nile virus,USA,,,kidney and spleen,passer domesticus,2002,"    Direct Submission
  ",bird,Passeriformes
KJ501370,84,,,,,,blue jay,2002,,bird,Blue Jay
KJ501371,83,,,,,,blue jay,2002,,bird,Blue Jay
KJ501372,18,,,,,,black vulture,2003,,bird,Accipitriformes
KJ501373,25,,,,,,blue jay,2002,,bird,Blue Jay
KJ501374,99,,,,,,red headed tanager,2001,,bird,Passeriformes
KJ501375,99,,,,,,american crow,2002,,bird,American Crow
KJ501376,16,,,,,,great horned owl,2002,,bird,Strigiformes
KJ501377,18,,,,,,great horned owl,2001,,bird,Strigiformes
KJ501378,99,,,,,,american crow,2001,,bird,American Crow
KJ501379,91,,,,,,blue jay,2001,,bird,Blue Jay
KJ501380,18,,,,,,great horned owl,2002,,bird,Strigiformes
KJ501381,12,,,,,,american white pelican,2003,,bird,Other Birds
KJ501382,83,,,,,,double crested cormorant,2003,,bird,Other Birds
KJ501383,83,,,,,,blue jay,2002,,bird,Blue Jay
KJ501384,18,,,,,,blue jay,2002,,bird,Blue Jay
KJ501385,9,,,,,,swainson's hawk,2004,,bird,Accipitriformes
KJ501386,74,,,,,,american white pelican,2007,,bird,Other Birds
KJ501387,18,,,,,,blue jay,2002,,bird,Blue Jay
KJ501388,44,,,,,,blue jay,2002,,bird,Blue Jay
KJ501389,1,,,,,,american white pelican,2003,,bird,Other Birds
KJ501390,25,,,,,,american white pelican,2003,,bird,Other Birds
KJ501391,10,,,,,,american white pelican,2003,,bird,Other Birds
KJ501392,12,,,,,,american white pelican,2003,,bird,Other Birds
KJ501393,91,,,,,,american crow,2001,,bird,American Crow
KJ501394,91,,,,,,american crow,2001,,bird,American Crow
